enrollee_id,target,mobility_persona,last_job_change_bin_norm,training_hours_bin,education_level,experience_clean,company_size_bin
5102,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,5.0,Enterprise
10041,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,0.0,Mid
6779,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Very Small
31524,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Mid
565,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,19.0,Mid
3661,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,4.0,Mid
31887,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,5.0,Mid
27573,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,3.0,Very Small
33221,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,15.0,Mid
29184,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
21482,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Small
3771,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,0.0,Mid
8690,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Very Small
15659,1.0,Early-Career Explorer,<=1 year,Very High (101+),High School,1.0,Mid
27045,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,7.0,Mid
14912,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,8.0,Enterprise
4111,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Very Small
2081,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Mid
8682,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Very Small
16364,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,9.0,Mid
14446,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Enterprise
29631,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,17.0,Small
6369,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,16.0,Mid
28639,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Very Small
26547,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,2.0,Small
8802,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,1.0,Mid
23729,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
32461,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,19.0,Enterprise
27056,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,21.0,Mid
23762,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Very Small
13976,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,15.0,Mid
8062,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,4.0,Very Small
10781,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Enterprise
28119,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,3.0,Enterprise
12268,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,15.0,Mid
14305,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Very Small
4816,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,8.0,Mid
23066,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,4.0,Mid
24360,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,7.0,Enterprise
15501,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,16.0,Mid
27566,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,13.0,Enterprise
31105,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Mid
21941,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,13.0,Mid
17383,1.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,1.0,Mid
7026,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,4.0,Mid
6802,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Mid
8855,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,7.0,Large
18077,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,13.0,Mid
18395,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Small
2997,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,17.0,Enterprise
14960,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,3.0,Mid
11819,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,2.0,Mid
30147,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Mid
8338,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,12.0,Mid
22467,1.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,3.0,Small
425,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,9.0,Very Small
4584,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,2.0,Mid
4903,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
2480,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,0.0,Mid
15445,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Mid
18906,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
26054,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,6.0,Large
29718,0.0,Anchored Contributor,4-5 years,Low (0-25),High School,21.0,Small
24814,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Small
31919,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,5.0,Mid
2338,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,6.0,Enterprise
19728,0.0,Anchored Contributor,4-5 years,High (51-100),High School,11.0,Enterprise
26878,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,16.0,Very Small
7898,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
6756,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,16.0,Enterprise
32372,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,15.0,Mid
14405,0.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,2.0,Enterprise
26635,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Small
29050,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,13.0,Large
16358,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Mid
21145,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,3.0,Mid
22563,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,2.0,Mid
30786,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,15.0,Enterprise
31097,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Large
4918,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,4.0,Mid
19598,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Small
30804,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,21.0,Mid
31901,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Very Small
33314,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
16551,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
5906,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Mid
11930,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Small
29239,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,7.0,Mid
28698,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Very Small
27040,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,9.0,Very Small
26484,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,5.0,Mid
28204,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Mid
6926,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Mid
14984,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,3.0,Small
18373,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Very Small
26262,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Large
32704,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Mid
17288,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,3.0,Very Small
25815,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,12.0,Mid
15390,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,2.0,Mid
14753,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),High School,5.0,Very Small
27474,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Very Small
21186,0.0,Early-Career Explorer,<=1 year,High (51-100),Primary School,6.0,Mid
22910,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,16.0,Mid
18522,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Small
8313,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,11.0,Very Small
23578,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,2.0,Small
31787,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,21.0,Mid
30494,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Large
19241,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Mid
11250,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Enterprise
20646,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,8.0,Enterprise
15020,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,14.0,Large
15605,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,3.0,Very Small
23552,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,3.0,Very Small
11387,0.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,3.0,Mid
8774,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Large
29451,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,9.0,Mid
25960,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Small
8591,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,3.0,Mid
31118,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Mid
11239,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Small
21190,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,12.0,Enterprise
26374,1.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,0.0,Mid
16511,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
8071,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,4.0,Mid
20466,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,10.0,Very Small
11505,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,21.0,Enterprise
15675,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,1.0,Small
22176,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,17.0,Mid
22203,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
13130,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
4033,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,21.0,Mid
23179,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
3796,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
26627,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Enterprise
29266,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,16.0,Large
15783,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,7.0,Mid
24652,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Mid
26990,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,17.0,Enterprise
26594,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Phd,20.0,Enterprise
15666,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,5.0,Very Small
679,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
8210,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
14569,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,2.0,Small
15110,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),High School,5.0,Mid
587,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,10.0,Enterprise
20657,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,17.0,Small
16952,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
11438,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
24589,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,8.0,Small
9259,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,15.0,Mid
12287,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Enterprise
18655,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Enterprise
7858,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,3.0,Mid
28431,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Small
5098,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,10.0,Enterprise
19180,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Mid
19943,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,8.0,Mid
4867,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,3.0,Very Small
32794,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
32640,1.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,2.0,Mid
18355,1.0,Anchored Contributor,4-5 years,Very High (101+),Masters,8.0,Small
28159,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Very Small
15671,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Large
31468,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Small
28863,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Small
21378,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,10.0,Small
8027,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,6.0,Small
5161,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Mid
13774,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,3.0,Very Small
26341,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,16.0,Enterprise
21045,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,5.0,Large
15733,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,17.0,Enterprise
10344,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,7.0,Mid
30901,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
8848,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,6.0,Mid
2351,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,12.0,Enterprise
12754,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Very Small
1230,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,21.0,Enterprise
7514,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
14464,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Large
25863,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Small
10073,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Mid
30646,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Enterprise
24943,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,19.0,Small
12352,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Enterprise
24519,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,10.0,Mid
11088,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,6.0,Enterprise
31688,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,0.0,Mid
31462,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,8.0,Large
33205,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Enterprise
28857,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,11.0,Very Small
356,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,5.0,Small
7669,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Mid
16627,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
3424,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Small
6910,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,7.0,Enterprise
5357,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Very Small
22240,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Mid
31763,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Mid
2933,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,14.0,Small
14829,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Mid
30139,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,16.0,Enterprise
518,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,11.0,Very Small
27691,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Small
12468,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,3.0,Mid
10657,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,9.0,Small
6551,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Enterprise
29992,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Enterprise
8368,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Mid
16694,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Mid
20434,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Mid
4576,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Small
32293,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Mid
27823,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,21.0,Enterprise
21996,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,6.0,Very Small
14091,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Primary School,4.0,Mid
6255,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,21.0,Mid
20218,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Very Small
16262,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
30155,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,1.0,Mid
27926,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Very Small
20842,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Very Small
26147,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,11.0,Mid
25088,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Enterprise
17782,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
7178,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,3.0,Small
25049,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Small
30522,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
27730,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,1.0,Enterprise
14060,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,7.0,Mid
6481,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Small
8670,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,10.0,Large
28942,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Mid
10305,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Mid
6905,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,9.0,Enterprise
23891,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Mid
22234,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,19.0,Small
21115,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,1.0,Very Small
868,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,14.0,Enterprise
30527,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Enterprise
11839,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,0.0,Mid
15641,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Mid
4247,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Small
28003,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Mid
23138,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Mid
23447,1.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,3.0,Mid
22153,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,12.0,Small
8871,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,12.0,Large
28569,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,0.0,Large
11572,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,4.0,Enterprise
24689,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Enterprise
31021,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
17555,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,11.0,Mid
32383,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,6.0,Mid
19320,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,9.0,Enterprise
25996,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,11.0,Mid
25582,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,5.0,Mid
30179,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Enterprise
2486,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,9.0,Small
30669,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
21945,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,15.0,Mid
33252,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
15463,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,1.0,Mid
12245,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Phd,21.0,Mid
2589,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,6.0,Enterprise
20673,1.0,Early-Career Explorer,<=1 year,Low (0-25),High School,2.0,Mid
26063,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Large
24335,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,18.0,Very Small
19674,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Small
18402,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,16.0,Mid
11717,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,19.0,Enterprise
12659,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
6914,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Mid
6097,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Enterprise
29753,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,9.0,Small
17849,0.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,15.0,Mid
32965,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
10973,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Phd,21.0,Small
26230,0.0,Anchored Contributor,4-5 years,Low (0-25),Phd,21.0,Enterprise
11234,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Enterprise
19825,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,15.0,Mid
22492,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,3.0,Small
14996,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Small
26313,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,3.0,Mid
5351,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,9.0,Mid
17713,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Phd,21.0,Mid
25710,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Mid
9762,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,4.0,Mid
30380,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Enterprise
6457,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,21.0,Enterprise
32256,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Mid
4321,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,9.0,Mid
2047,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
22461,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,4.0,Small
11887,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,10.0,Mid
987,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Very Small
2042,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Unknown,11.0,Mid
8185,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Small
15571,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,16.0,Mid
6234,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,14.0,Enterprise
7562,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,7.0,Mid
22245,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Very Small
11804,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,11.0,Very Small
5717,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Small
2971,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,9.0,Mid
31309,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,9.0,Enterprise
9775,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Mid
30089,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Unknown,21.0,Mid
6390,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,3.0,Mid
5597,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Small
15743,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Small
11449,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Small
9928,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
8780,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Very Small
16271,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Small
33356,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Mid
18653,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,9.0,Enterprise
